Epoch,Step,Runtime,Accuracy,F1,Accuracy & F1,Eval Loss,Train Loss,Att Loss,Cls Loss,Query Loss,Value Loss,Key Loss,Rep Loss,Loss
1,100,00:00:14,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.6198461198288462,0.7015376567840577,49.500556728839875,5.763743553161621,8.110177135467529,6.557402610778809,0.7014989140629768,13.519010581970214,35.82249626159668
1,200,00:00:28,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.6266008174937704,0.6894617915153504,50.94156530976296,5.139068636894226,7.40781848192215,5.4531707763671875,0.6896016471087932,12.018564443588257,32.1199595451355
1,206,00:00:29,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.633621932371803,0.6920336036427507,50.969227249182545,5.11139863440134,7.381468131704238,5.335204601287842,0.6921788649362268,11.962471549950758,31.974996168636583
1,207,00:00:30,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.6216253055178601,0.6911154135989682,51.00960301373892,5.106545895194086,7.3767264914397455,5.44843864440918,0.6912602645475507,11.952883969182553,31.948233572181298
2,300,00:00:13,0.6948228882833788,0.8181818181818182,0.7565023532325985,0.6345235161159349,0.6623472071463062,52.57731281941937,4.108344267773372,6.373000878159718,5.286566257476807,0.6629717180164911,10.37685376854353,26.872317488475513
2,400,00:00:27,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.6260268843692282,0.6524660292375891,55.69310484216621,3.920685660653781,6.1824741487058334,5.099372386932373,0.6532825441558127,10.030943687715679,25.823000201289517
2,414,00:00:29,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.6200856825579768,0.652771947896423,56.059405756457416,3.9048719578895015,6.1668205146052415,4.344101905822754,0.653547033307633,10.00668438160477,25.741550049344124
3,500,00:00:11,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.6166420475296353,0.670165128486101,60.88793110015781,3.774091745531836,5.993405098138854,4.582127094268799,0.6707893492177476,10.069543206414512,25.26022128171699
3,600,00:00:25,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.6175247119820636,0.653037901607252,61.58755267948233,3.63251748905387,5.840947892076226,4.081598281860352,0.6537938574629445,9.695493964738743,24.363439498409146
3,621,00:00:28,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.62269970126774,0.6525952403528102,61.783285543538526,3.61667093332263,5.826621131620545,4.545185089111328,0.6532906911511352,9.655985399144859,24.27290467709159
4,700,00:00:10,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.6084773981052897,0.6345125568818443,63.35505837277521,3.6181901436817796,5.745154302331466,4.679816246032715,0.6353062534634071,9.860148598876181,24.342174047156224
4,800,00:00:24,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.6278716895891272,0.6311296412731682,63.863269622432455,3.4939861270968473,5.6296718267089165,4.13154411315918,0.6317995768352593,9.516634493566759,23.580986044260378
4,828,00:00:29,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.5991248527298803,0.6319383217228783,64.09278370188055,3.479265712885465,5.622105501700139,4.352337837219238,0.6325257816464429,9.474534343406198,23.49556901719835
5,900,00:00:10,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.611769632152889,0.6186007687615024,65.15198489112987,3.4616192844178943,5.541986776722802,4.161566257476807,0.6191368504530854,9.643854061762491,23.491685072580974
5,1000,00:00:23,0.659400544959128,0.7178329571106096,0.6886167510348689,0.5869541725386744,0.5988912395266599,64.83680301523486,3.3582291908042374,5.460898540740789,3.9133477210998535,0.5991056218396785,9.310602676036746,22.81965172568033
5,1035,00:00:29,0.6948228882833788,0.8114478114478115,0.7531353498655952,0.5778795001299485,0.6054406641186147,64.6537022633829,3.343652810451489,5.445700343680267,3.913771390914917,0.6058095745418383,9.264468741301753,22.733167933957013
6,1100,00:00:09,0.7111716621253406,0.81786941580756,0.7645205389664502,0.568532574435939,0.5820828557014466,64.19024139917813,3.369035918896015,5.427051888979398,4.328299045562744,0.5815481525201064,9.458907215411847,22.923048723660983
6,1200,00:00:23,0.6566757493188011,0.7069767441860467,0.6818262467524239,0.6163992778114651,0.5642473589290272,64.17276674834164,3.28769338203199,5.340268403833563,3.9162800312042236,0.5644453691713738,9.166530360597553,22.342606723669803
6,1242,00:00:29,0.7002724795640327,0.7791164658634538,0.7396944727137433,0.5711870789527893,0.5610256542042258,64.38246001771107,3.2686919106377497,5.322531191047263,3.793586492538452,0.5614331345915219,9.107192477166365,22.218443432867815
7,1300,00:00:08,0.7220708446866485,0.8210526315789473,0.7715617381327979,0.5952455336632936,0.537698974640205,63.327978870992006,3.3318334119073274,5.333329932443027,4.275770664215088,0.5372273685603306,9.402564509161587,22.635616532687482
7,1400,00:00:22,0.6975476839237057,0.7757575757575758,0.7366526298406407,0.5649611016978389,0.5330223315690137,63.57991310425952,3.2359975168976605,5.25081854228732,3.6794991493225098,0.5335995520971999,9.083442585377753,22.003829147242293
7,1449,00:00:29,0.6920980926430518,0.8180354267310789,0.7550667596870653,0.6841308189475018,0.533426543580737,64.0450217778556,3.2208871300093795,5.239513579198128,3.9520516395568848,0.5340799150835489,9.021949086212306,21.891644288952225
8,1500,00:00:07,0.6512261580381471,0.7117117117117117,0.6814689348749294,0.6473883260851321,0.512485165514198,62.25333647868212,3.3221422690971223,5.3049676184560735,3.904228448867798,0.5143128601359386,9.394970052382526,22.546427221859204
8,1600,00:00:21,0.7275204359673024,0.7991967871485944,0.7633586115579485,0.5893632510434026,0.5018706995722474,64.43538527772917,3.1861692090697638,5.177063765115296,3.6643729209899902,0.5029748285448314,8.978054090840928,21.659707732547986
8,1656,00:00:30,0.7166212534059946,0.8225255972696245,0.7695734253378095,0.6306840142478114,0.5037905126090211,64.73718323742133,3.1737925637747355,5.165240522743999,3.427987575531006,0.505012991707682,8.925636392860596,21.567659617622116
9,1700,00:00:06,0.7029972752043597,0.7743271221532091,0.7386621986787845,0.5929588973522186,0.5216557688333772,64.46624595739625,3.2294076518578962,5.21113430369984,3.6666712760925293,0.5223908837546002,9.222282734784214,22.03872927752408
9,1800,00:00:20,0.7002724795640327,0.7717842323651452,0.7360283559645889,0.7504513231308564,0.47936768855692613,64.65489446744323,3.110367071297434,5.085090309381485,3.5965945720672607,0.4799023479637172,8.81423216395908,21.189375744925606
9,1863,00:00:29,0.6866485013623979,0.7568710359408033,0.7217597686516006,0.6066700220108032,0.46989865626257976,64.6391533466353,3.090598239990824,5.055237809241106,3.379624366760254,0.47080551426191836,8.750199985964862,21.039356600259236
10,1900,00:00:05,0.6948228882833788,0.8187702265372169,0.7567965574102978,0.7926379273767057,0.4540512263774872,64.12491643428802,3.207204483650826,5.163601024730785,4.008184909820557,0.45505861253351776,9.18354132368758,21.83833648063041
10,2000,00:00:20,0.7438692098092643,0.8252788104089219,0.7845740101090931,0.6247312115586322,0.43857406373441654,64.36701196997706,3.0730441591165363,5.023828092282706,3.4191718101501465,0.43953698253544576,8.725020443436003,20.899791717529297
10,2070,00:00:30,0.7138964577656676,0.8252911813643926,0.76959381956503,0.6466470516246298,0.44096767391271635,63.95567908551958,3.047190822840889,4.991300870830886,3.392136335372925,0.4419928729390177,8.650198876569812,20.73578633663159
11,2100,00:00:04,0.6457765667574932,0.6919431279620853,0.6688598473597893,0.7060717318368994,0.4294323151310285,63.509759561220804,3.140562311808268,5.029343255360922,3.5204930305480957,0.4328919510046641,9.03996950785319,21.33771209716797
11,2200,00:00:18,0.7302452316076294,0.8307692307692307,0.78050723118843,0.6716492020565531,0.4269446690495198,63.84625921707887,3.0413109449239877,4.96938681602478,3.369288921356201,0.427829565680944,8.65246860063993,20.676491766709546
11,2277,00:00:29,0.6948228882833788,0.814569536423841,0.7546962123536098,0.8961662753768589,0.4243597646698284,63.31804897589384,3.0145624202230703,4.933774676299901,3.4513370990753174,0.4251301577269743,8.579996164294256,20.50304619240876
