Epoch,Step,Runtime,Accuracy,Eval Loss,Train Loss,Att Loss,Cls Loss,Query Loss,Value Loss,Key Loss,Rep Loss,Loss
1,100,00:00:21,0.5075712589073634,0.7129992102217504,0.7237675732374191,16.288110620975495,6.907357292175293,8.620579195022582,7.263137340545654,0.7257901376485825,15.135087089538574,39.57904384613037
1,200,00:00:42,0.5234560570071259,0.7015321015462174,0.7190904289484024,16.509254816919565,5.967226977348328,7.5270364117622375,6.472230911254883,0.7200262248516083,13.948496632575988,35.56372700691223
1,300,00:01:03,0.559085510688836,0.7127300950382215,0.7113015133142472,16.77161559313536,5.573233240445455,6.997857588132223,5.735591411590576,0.7122006732225418,13.196318718592325,33.49343732198079
1,400,00:01:23,0.5243467933491687,0.6932748859115564,0.7088188262283802,16.965662243813277,5.330178034305573,6.652006040811539,5.33476448059082,0.7094458098709583,12.643175518512725,32.08177531242371
1,500,00:01:43,0.5483966745843231,0.6873232291883075,0.7055886209011077,16.832215430170297,5.141322463989257,6.381940915107727,5.481200695037842,0.7062631368637085,12.192746145248414,30.944368408203125
1,600,00:02:04,0.561312351543943,0.6908490067423098,0.7015948055187861,16.762844109560053,4.988759464820226,6.175751899083456,5.994785785675049,0.7023001448313395,11.833091994921366,30.027114267349244
1,700,00:02:24,0.5595308788598575,0.6821804130162309,0.7000486253840583,16.80659662272249,4.8597610643931795,6.013780204909188,5.013766288757324,0.7006662568024227,11.540302855627877,29.274931425367082
1,800,00:02:45,0.5573040380047506,0.6877759002733117,0.6986869476735592,16.84112262774259,4.745088660717011,5.8778373485803606,4.732785224914551,0.6991480654478073,11.288428428173065,28.620710093975067
1,900,00:03:05,0.5534441805225653,0.6816960703448841,0.6966545884476768,16.986171070767774,4.645683371755812,5.7690769571728175,4.874451637268066,0.6969949291149775,11.07342593934801,28.06602054595947
1,1000,00:03:26,0.5792755344418052,0.6745994275086283,0.6964474979639054,17.158746170014144,4.554594134092331,5.676126280069351,4.433427333831787,0.6967596690654755,10.888208302497864,27.576524364471435
1,1100,00:03:47,0.6242577197149644,0.6508617933459067,0.6946157097816468,17.305019899444147,4.469442907029932,5.594095951643857,4.332822799682617,0.6948037253184752,10.722242864261974,27.127425972331654
1,1200,00:04:08,0.6618171021377672,0.6302146863484326,0.6914433292796215,17.407349182404577,4.387971701820692,5.518775802254677,4.3486247062683105,0.6914067743718624,10.570921841462454,26.704159715970356
1,1300,00:04:28,0.6423693586698337,0.6210340711679708,0.6845972543037855,17.49594159842684,4.309734775469853,5.4496427858792815,3.591444730758667,0.6845477098226547,10.429244581369254,26.301673969855674
1,1400,00:04:49,0.7679631828978623,0.5583525855014556,0.6728509701469115,17.581599595227413,4.234145011731557,5.383159440926143,3.9792418479919434,0.6727200779212372,10.290029479435512,25.904647188186644
